OF_id,fornecedor,categoria,valor,prazo_entrega,dias_para_vencer,risk_score,prioridade,motivo_notificacao,assunto,mensagem,status_envio
645,Fornecedor_16,Equipamentos,20934.12,2023-08-10,-1024,0.1228680977387311,Baixa,prazo próximo do vencimento,Acompanhamento da OF 645 - prioridade Baixa,"Prezado fornecedor Fornecedor_16,

A Ordem de Fornecimento 645 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-08-10 00:00:00 e o escore de risco calculado é 0.12.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
646,Fornecedor_20,Tecnologia,23617.16,2023-07-02,-1063,0.3597197648519751,Baixa,prazo próximo do vencimento,Acompanhamento da OF 646 - prioridade Baixa,"Prezado fornecedor Fornecedor_20,

A Ordem de Fornecimento 646 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-07-02 00:00:00 e o escore de risco calculado é 0.36.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
647,Fornecedor_6,Tecnologia,27275.66,2023-06-24,-1071,0.5449859934237447,Média,prazo próximo do vencimento,Acompanhamento da OF 647 - prioridade Média,"Prezado fornecedor Fornecedor_6,

A Ordem de Fornecimento 647 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-06-24 00:00:00 e o escore de risco calculado é 0.54.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
648,Fornecedor_1,Medicamentos,16644.7,2023-09-22,-981,0.2383063216738086,Baixa,prazo próximo do vencimento,Acompanhamento da OF 648 - prioridade Baixa,"Prezado fornecedor Fornecedor_1,

A Ordem de Fornecimento 648 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-09-22 00:00:00 e o escore de risco calculado é 0.24.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
649,Fornecedor_13,Equipamentos,24020.59,2023-09-09,-994,0.593624834566418,Média,prazo próximo do vencimento,Acompanhamento da OF 649 - prioridade Média,"Prezado fornecedor Fornecedor_13,

A Ordem de Fornecimento 649 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-09-09 00:00:00 e o escore de risco calculado é 0.59.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
650,Fornecedor_12,Medicamentos,4347.07,2023-05-13,-1113,0.3180583528465778,Baixa,prazo próximo do vencimento,Acompanhamento da OF 650 - prioridade Baixa,"Prezado fornecedor Fornecedor_12,

A Ordem de Fornecimento 650 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-05-13 00:00:00 e o escore de risco calculado é 0.32.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
651,Fornecedor_2,Equipamentos,3468.47,2023-05-03,-1123,0.3389173980126284,Baixa,prazo próximo do vencimento,Acompanhamento da OF 651 - prioridade Baixa,"Prezado fornecedor Fornecedor_2,

A Ordem de Fornecimento 651 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-05-03 00:00:00 e o escore de risco calculado é 0.34.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
652,Fornecedor_3,Medicamentos,7964.44,2023-10-28,-945,0.3207078017222025,Baixa,prazo próximo do vencimento,Acompanhamento da OF 652 - prioridade Baixa,"Prezado fornecedor Fornecedor_3,

A Ordem de Fornecimento 652 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-10-28 00:00:00 e o escore de risco calculado é 0.32.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
653,Fornecedor_17,Insumos,7656.55,2023-02-05,-1210,0.1468713170018447,Baixa,prazo próximo do vencimento,Acompanhamento da OF 653 - prioridade Baixa,"Prezado fornecedor Fornecedor_17,

A Ordem de Fornecimento 653 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-02-05 00:00:00 e o escore de risco calculado é 0.15.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
654,Fornecedor_20,Insumos,14308.6,2023-08-05,-1029,0.2635187400093516,Baixa,prazo próximo do vencimento,Acompanhamento da OF 654 - prioridade Baixa,"Prezado fornecedor Fornecedor_20,

A Ordem de Fornecimento 654 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-08-05 00:00:00 e o escore de risco calculado é 0.26.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
655,Fornecedor_20,Tecnologia,27248.43,2023-05-15,-1111,0.5053532883395888,Média,prazo próximo do vencimento,Acompanhamento da OF 655 - prioridade Média,"Prezado fornecedor Fornecedor_20,

A Ordem de Fornecimento 655 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-05-15 00:00:00 e o escore de risco calculado é 0.51.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
656,Fornecedor_5,Equipamentos,21131.37,2024-01-09,-872,0.388745163724625,Baixa,prazo próximo do vencimento,Acompanhamento da OF 656 - prioridade Baixa,"Prezado fornecedor Fornecedor_5,

A Ordem de Fornecimento 656 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2024-01-09 00:00:00 e o escore de risco calculado é 0.39.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
657,Fornecedor_2,Equipamentos,2676.5,2023-02-16,-1199,0.6485852430404645,Média,prazo próximo do vencimento,Acompanhamento da OF 657 - prioridade Média,"Prezado fornecedor Fornecedor_2,

A Ordem de Fornecimento 657 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-02-16 00:00:00 e o escore de risco calculado é 0.65.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
658,Fornecedor_19,Insumos,49813.82,2023-07-20,-1045,0.4581079679445789,Média,prazo próximo do vencimento,Acompanhamento da OF 658 - prioridade Média,"Prezado fornecedor Fornecedor_19,

A Ordem de Fornecimento 658 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-07-20 00:00:00 e o escore de risco calculado é 0.46.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
659,Fornecedor_9,Equipamentos,26544.61,2023-03-28,-1159,0.1754852091294028,Baixa,prazo próximo do vencimento,Acompanhamento da OF 659 - prioridade Baixa,"Prezado fornecedor Fornecedor_9,

A Ordem de Fornecimento 659 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-03-28 00:00:00 e o escore de risco calculado é 0.18.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
660,Fornecedor_11,Insumos,48734.21,2023-12-05,-907,0.0967245876288446,Baixa,prazo próximo do vencimento,Acompanhamento da OF 660 - prioridade Baixa,"Prezado fornecedor Fornecedor_11,

A Ordem de Fornecimento 660 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-12-05 00:00:00 e o escore de risco calculado é 0.10.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
661,Fornecedor_1,Equipamentos,16692.71,2023-12-14,-898,0.3782655339886565,Baixa,prazo próximo do vencimento,Acompanhamento da OF 661 - prioridade Baixa,"Prezado fornecedor Fornecedor_1,

A Ordem de Fornecimento 661 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-12-14 00:00:00 e o escore de risco calculado é 0.38.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
662,Fornecedor_18,Insumos,26517.8,2023-09-25,-978,0.362188899720226,Baixa,prazo próximo do vencimento,Acompanhamento da OF 662 - prioridade Baixa,"Prezado fornecedor Fornecedor_18,

A Ordem de Fornecimento 662 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-09-25 00:00:00 e o escore de risco calculado é 0.36.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
663,Fornecedor_5,Insumos,31047.32,2023-01-06,-1240,0.600980701906312,Média,prazo próximo do vencimento,Acompanhamento da OF 663 - prioridade Média,"Prezado fornecedor Fornecedor_5,

A Ordem de Fornecimento 663 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-01-06 00:00:00 e o escore de risco calculado é 0.60.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
664,Fornecedor_13,Tecnologia,12818.86,2023-12-03,-909,0.2557091521489654,Baixa,prazo próximo do vencimento,Acompanhamento da OF 664 - prioridade Baixa,"Prezado fornecedor Fornecedor_13,

A Ordem de Fornecimento 664 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-12-03 00:00:00 e o escore de risco calculado é 0.26.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
665,Fornecedor_18,Equipamentos,48862.33,2024-01-22,-859,0.4673295311902219,Média,prazo próximo do vencimento,Acompanhamento da OF 665 - prioridade Média,"Prezado fornecedor Fornecedor_18,

A Ordem de Fornecimento 665 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2024-01-22 00:00:00 e o escore de risco calculado é 0.47.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
666,Fornecedor_16,Equipamentos,43125.26,2023-10-13,-960,0.5998661981593275,Média,prazo próximo do vencimento,Acompanhamento da OF 666 - prioridade Média,"Prezado fornecedor Fornecedor_16,

A Ordem de Fornecimento 666 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-10-13 00:00:00 e o escore de risco calculado é 0.60.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
667,Fornecedor_10,Equipamentos,38294.62,2023-06-05,-1090,0.2120918404677051,Baixa,prazo próximo do vencimento,Acompanhamento da OF 667 - prioridade Baixa,"Prezado fornecedor Fornecedor_10,

A Ordem de Fornecimento 667 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-06-05 00:00:00 e o escore de risco calculado é 0.21.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
668,Fornecedor_15,Medicamentos,24946.88,2023-12-27,-885,0.1881946868428698,Baixa,prazo próximo do vencimento,Acompanhamento da OF 668 - prioridade Baixa,"Prezado fornecedor Fornecedor_15,

A Ordem de Fornecimento 668 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-12-27 00:00:00 e o escore de risco calculado é 0.19.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
669,Fornecedor_12,Medicamentos,24557.71,2023-08-28,-1006,0.1577973800544305,Baixa,prazo próximo do vencimento,Acompanhamento da OF 669 - prioridade Baixa,"Prezado fornecedor Fornecedor_12,

A Ordem de Fornecimento 669 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-08-28 00:00:00 e o escore de risco calculado é 0.16.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
670,Fornecedor_13,Equipamentos,29768.95,2023-11-04,-938,0.2975588191107365,Baixa,prazo próximo do vencimento,Acompanhamento da OF 670 - prioridade Baixa,"Prezado fornecedor Fornecedor_13,

A Ordem de Fornecimento 670 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-11-04 00:00:00 e o escore de risco calculado é 0.30.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
671,Fornecedor_4,Insumos,5110.28,2023-06-08,-1087,0.3023479616317022,Baixa,prazo próximo do vencimento,Acompanhamento da OF 671 - prioridade Baixa,"Prezado fornecedor Fornecedor_4,

A Ordem de Fornecimento 671 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-06-08 00:00:00 e o escore de risco calculado é 0.30.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
672,Fornecedor_20,Medicamentos,10166.6,2023-10-14,-959,0.2577467647223914,Baixa,prazo próximo do vencimento,Acompanhamento da OF 672 - prioridade Baixa,"Prezado fornecedor Fornecedor_20,

A Ordem de Fornecimento 672 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-10-14 00:00:00 e o escore de risco calculado é 0.26.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
